id,water,uv,area,fertilizer_usage,yield,pesticides,region,fert a,fert b,fert c,fert d,Unique Fert,Unique lookup,yield/area,water/area,uv/area,Yield Category >=7.5,categories
317,6.225,71.647,1.897,2,16.298,2.903,2,0,0,1,1,0011,3,8.5914602,3.281497101,37.76858197,1,"c,d"
3,10.995,69.248,1.738,3,17.984,0.603,2,1,0,0,0,1000,8,10.34752589,6.326237054,39.84349827,1,a
921,7.634,89.935,7.092,0,18.405,0.117,2,0,1,0,0,0100,4,2.595177665,1.07642414,12.68119007,0,b
871,3.473,69.914,1.788,4,18.622,5.588,2,1,1,1,0,1110,14,10.41498881,1.942393736,39.10178971,1,"b,c,a"
847,5.804,78.938,5.777,0,19.131,1.622,2,0,1,0,0,0100,4,3.311580405,1.004673706,13.66418556,0,b
215,5.436,70.144,6.521,0,19.73,0.667,2,0,1,1,1,0111,7,3.025609569,0.833614476,10.75663242,0,"c,d,b"
609,8.067,71.206,3.523,1,20.605,0.529,2,1,1,1,0,1110,14,5.848708487,2.289809821,20.21175135,0,"c,b,a"
236,6.351,59.387,5.438,1,21.142,7.979,2,1,1,1,1,1111,15,3.887826407,1.167892608,10.92074292,0,"a,c,b,d"
746,6.432,70.144,5.895,0,21.328,0.679,2,0,1,1,1,0111,7,3.61798134,1.091094148,11.89889737,0,"c,b,d"
420,3.242,64.165,5.716,1,22.273,0.462,2,1,0,1,0,1010,10,3.896606018,0.567179846,11.22550735,0,"c,a"
766,4.002,58.569,3.213,2,22.288,1.871,2,0,0,0,1,0001,1,6.936819172,1.245564893,18.22875817,0,d
775,10.859,64.828,2.187,2,22.624,1.378,2,1,0,0,1,1001,9,10.34476452,4.9652492,29.64243256,1,"a,d"
793,6.27,76.909,6.907,0,23.74,5.705,2,0,1,1,1,0111,7,3.437092804,0.907774721,11.13493557,0,"d,b,c"
561,1.182,57.343,6.084,1,25.461,7.676,2,0,0,1,0,0010,2,4.184911243,0.194280079,9.425213675,0,c
397,5.889,88.109,8.554,0,25.559,1.121,2,1,1,1,1,1111,15,2.98795885,0.688449848,10.30032733,0,"d,a,c,b"
716,5.752,76.791,2.391,3,26.004,3.963,2,1,0,1,1,1011,11,10.87578419,2.405687997,32.11668758,1,"c,d,a"
480,3.988,77.82,6.591,0,26.53,0.94,2,0,0,1,0,0010,2,4.02518586,0.605067516,11.80700956,0,c
800,9.192,72.77,4.22,2,26.759,1.391,2,1,0,1,0,1010,10,6.340995261,2.178199052,17.24407583,0,"c,a"
724,6.001,78.343,4.725,1,27.339,1.844,2,1,1,0,0,1100,12,5.786031746,1.27005291,16.5805291,0,"b,a"
991,7.83,84.647,2.155,4,27.507,4.163,2,1,1,1,0,1110,14,12.76426914,3.633410673,39.27935035,1,"a,c,b"
270,4.74,76.784,3.302,1,27.918,3.456,2,1,0,1,0,1010,10,8.454875833,1.43549364,23.25378558,1,"a,c"
830,3.90907862,70.42558004,9.719,0,27.918,1.584,2,1,0,1,0,1010,10,2.872517749,0.402209962,7.246175537,0,"a,c"
127,5.386,82.39632809,5.481,1,28.021,6.32,2,1,1,1,0,1110,14,5.11238825,0.982667396,15.03308303,0,"b,c,a"
632,9.679,72.31558075,2.105,5,28.398,3.659,2,1,1,1,1,1111,15,13.49073634,4.598099762,34.35419513,1,"c,b,d,a"
399,8.231,75.672,4.806,0,28.673,3.211,2,0,1,1,1,0111,7,5.966084062,1.712650853,15.74531835,0,"b,d,c"
613,7.497,92.81,7.683,1,28.812,0.087,2,1,1,1,1,1111,15,3.750097618,0.975790707,12.0799167,0,"b,d,c,a"
911,3.923,68.449,5.881,2,29.194,7.677,2,1,0,1,1,1011,11,4.964121748,0.667063425,11.63900697,0,"d,a,c"
996,6.931,75.326,5.675,0,29.261,1.355,2,1,1,0,1,1101,13,5.156123348,1.221321586,13.27330396,0,"d,b,a"
367,2.131,84.936,10.403,0,29.671,0.328,2,0,1,0,0,0100,4,2.852158031,0.204844756,8.164567913,0,b
493,3.885,90.055,4.325,1,29.739,3.18,2,1,1,1,1,1111,15,6.876069364,0.898265896,20.82196532,0,"c,b,d,a"
64,3.025,82.544,4.68,1,29.772,2.118,2,1,1,1,1,1111,15,6.361538462,0.646367521,17.63760684,0,"b,c,a,d"
248,0.23,78.879,6.285,0,30.174,7.096,2,1,1,1,1,1111,15,4.800954654,0.036595068,12.550358,0,"b,c,d,a"
171,11.412,74.612,2.932,3,30.28,2.377,2,1,1,1,1,1111,15,10.32742156,3.892223738,25.44747613,1,"c,b,a,d"
261,5.198,69.783,5.681,1,30.288,5.92,2,0,1,0,0,0100,4,5.33145573,0.914979757,12.28357684,0,b
418,6.83,69.76,7.207,0,30.602,6.68,2,0,1,1,0,0110,6,4.246149577,0.947689746,9.679478285,0,"b,c"
856,3.11,70.787,6.504,1,31.893,1.2,2,0,1,0,1,0101,5,4.903597786,0.478167282,10.88361009,0,"d,b"
848,5.552,87.215,6.102,0,32.032,2.729,2,0,0,1,0,0010,2,5.249426418,0.909865618,14.2928548,0,c
780,6.538,77.068,10.015,0,33.027,7.951,2,0,0,1,0,0010,2,3.29775337,0.652820769,7.695257114,0,c
631,1.676,76.901,4.318,2,33.036,5.01,2,0,0,1,0,0010,2,7.650764243,0.388142659,17.8094025,1,c
769,4.141,66.363,7.338,0,33.461,2.712,2,1,1,1,1,1111,15,4.559961842,0.564322704,9.04374489,0,"c,b,d,a"
359,6.883,80.304,7.111,0,33.675,3.49,2,0,0,1,0,0010,2,4.735620869,0.967936999,11.29292645,0,c
592,1.834,84.036,8.667,1,33.741,0.387,2,0,1,1,1,0111,7,3.893042575,0.211607246,9.696088612,0,"b,d,c"
901,6.271048224,79.55322838,8.333,0,33.778,0.317,2,1,0,0,1,1001,9,4.053522141,0.752555889,9.546769276,0,"d,a"
630,9.132,81.425,8.379,0,34.137,0.257,2,0,1,1,1,0111,7,4.074113856,1.089867526,9.717746748,0,"c,b,d"
220,8.067,77.034,11.013,0,34.412,6.807,2,0,0,1,0,0010,2,3.124670844,0.732497957,6.994824299,0,c
678,4.945,70.92,6.971,1,34.591,6.386,2,0,1,1,0,0110,6,4.962128819,0.709367379,10.17357624,0,"c,b"
65,2.36,72.298,4.581,3,34.786,1.264,2,0,1,1,1,0111,7,7.593538529,0.51517136,15.78214364,1,"c,b,d"
625,6.642,78.919,6.789,1,34.81,7.276,2,1,1,0,1,1101,13,5.12741199,0.978347327,11.6245397,0,"a,d,b"
886,13.529,86.763,3.507,1,35.012,3.844,2,1,0,1,0,1010,10,9.983461648,3.857713145,24.73994867,1,"a,c"
177,4.51,85.12,6.283,0,35.52,1.57,2,0,1,1,1,0111,7,5.65335031,0.717809963,13.54766831,0,"b,c,d"
348,2.74,75.276,6.536,0,35.551,7.967,2,0,1,1,1,0111,7,5.439259486,0.419216646,11.51713586,0,"c,d,b"
965,5.655,66.375,4.168,1,35.721,5.167,2,0,0,1,0,0010,2,8.570297505,1.356765835,15.92490403,1,c
831,11.601,68.82,4.001,1,35.956,4.277,2,1,1,1,0,1110,14,8.986753312,2.899525119,17.20069983,1,"c,a,b"
887,8.382,88.752,4.473,1,36.326,5.355,2,0,1,1,0,0110,6,8.121171473,1.873910127,19.84171697,1,"c,b"
342,5.286,77.891,5.971,2,36.398,1.261,2,0,1,0,1,0101,5,6.095796349,0.885278848,13.0448836,0,"b,d"
456,9.06,67.911,3.908,3,36.917,1.525,2,0,1,0,1,0101,5,9.446519959,2.318321392,17.37743091,1,"b,d"
585,5.364,55.059,6.727,1,36.982,1.666,2,0,1,1,1,0111,7,5.497547198,0.797383678,8.184777761,0,"c,b,d"
219,4.506,74.019,4.618,4,37.232,0.35,2,1,1,1,1,1111,15,8.06236466,0.975747077,16.02836726,1,"b,a,c,d"
28,6.303940513,65.942,3.108,3,38.622,5.971,2,1,0,0,0,1000,8,12.42664093,2.028294888,21.21685972,1,a
692,10.216,87.235,3.037,4,38.759,3.759,2,1,1,1,1,1111,15,12.76226539,3.363845901,28.72406981,1,"d,b,a,c"
937,5.622,64.888,7.502,2,38.821,0.267,2,1,0,0,1,1001,9,5.174753399,0.74940016,8.64942682,0,"a,d"
570,7.162,84.523,5.114,2,39.16,0.678,2,1,1,1,0,1110,14,7.657411029,1.4004693,16.52776691,1,"b,c,a"
108,4.071,72.066,6.478,3,39.714,7.637,2,0,0,1,0,0010,2,6.130595863,0.628434702,11.12472985,0,c
543,7.002,77.214,7.058,0,39.771,2.79,2,1,1,0,1,1101,13,5.634882403,0.992065741,10.93992632,0,"b,d,a"
538,2.925,60.833,8.633,1,39.785,0.221,2,0,0,0,1,0001,1,4.608479092,0.338816171,7.046565504,0,d
841,4.353,76.822,5.948,1,39.806,2.775,2,0,1,1,0,0110,6,6.692333557,0.731842636,12.91560188,0,"c,b"
381,6.735,99.227,8.105,1,39.838,1.434,2,0,0,0,1,0001,1,4.915237508,0.830968538,12.2426897,0,d
154,2.853,95.767,6.612,0,40.011,2.835,2,1,0,1,0,1010,10,6.051270417,0.431488203,14.4838173,0,"c,a"
850,6.279,81.545,5.95,0,40.012,4.681,2,0,1,1,0,0110,6,6.724705882,1.055294118,13.70504202,0,"b,c"
914,5.653,68.55381204,5.789,3,40.083,0.759,2,0,0,1,0,0010,2,6.923993781,0.976507169,11.84208189,0,c
573,4.418,86.677,7.951,2,40.141,0.368,2,0,1,1,0,0110,6,5.048547353,0.555653377,10.90139605,0,"b,c"
919,9.803986693,70.471,7.255,2,40.23,0.287,2,0,0,0,1,0001,1,5.545141282,1.351342067,9.713439008,0,d
35,3.107,78.328,5.015,4,40.403,8.22,2,0,1,1,0,0110,6,8.056430708,0.619541376,15.61874377,1,"c,b"
565,12.203,65.716,5.399,1,40.656,0.187,2,0,0,1,0,0010,2,7.530283386,2.260233377,12.17188368,1,c
960,10.346,66.05,4.61,2,40.778,7.569,2,0,0,1,0,0010,2,8.845553145,2.244251627,14.32754881,1,c
704,0.76,57.93,6.313,0,40.826,4.822,2,1,1,1,1,1111,15,6.466972913,0.120386504,9.176302867,0,"b,c,a,d"
796,3.67,68.932,5.721,1,40.947,4.837,2,0,0,1,0,0010,2,7.157315155,0.641496242,12.04894249,0,c
411,2.118,94.239,6.856,2,41.243,1.174,2,0,0,1,0,0010,2,6.015606768,0.308926488,13.74547841,0,c
519,4.154,77.532,10.908,1,41.422,7.715,2,0,1,1,0,0110,6,3.797396406,0.380821415,7.107810781,0,"b,c"
619,5.264,78.729,5.98,0,41.611,3.213,2,0,0,1,0,0010,2,6.958361204,0.880267559,13.16538462,0,c
231,3.93,68.896,7.691,2,41.693,7.36,2,1,1,0,1,1101,13,5.421011572,0.510986868,8.95800286,0,"b,d,a"
805,5.678,67.31,5.239,4,41.729,0.091,2,0,1,1,0,0110,6,7.96506967,1.083794617,12.84787173,1,"b,c"
658,4.624,78.676,11.007,1,42.252,0.234,2,0,1,1,1,0111,7,3.838648133,0.420096302,7.147815027,0,"b,c,d"
39,3.757,73.536,4.738,3,42.323,2.068,2,1,1,1,0,1110,14,8.932672014,0.792950612,15.52047277,1,"c,a,b"
839,9.896,62.084,3.783,3,42.368,3.269,2,1,1,1,0,1110,14,11.19957706,2.615913296,16.41131377,1,"a,c,b"
37,3.261,72.628,4.809,4,42.565,7.009,2,1,1,0,1,1101,13,8.851112497,0.678103556,15.10251612,1,"b,d,a"
967,9.665,83.702,5.512,3,42.745,8.398,2,1,1,1,1,1111,15,7.754898403,1.753447025,15.18541364,1,"a,c,b,d"
298,2.161,70.267,8.619,2,42.821,8.254,2,1,1,1,0,1110,14,4.968209769,0.250725142,8.152569904,0,"b,c,a"
360,5.111098215,74.515,6.227,1,42.906,4.528,2,1,1,1,1,1111,15,6.890316364,0.820796245,11.96643649,0,"c,a,d,b"
719,8.126,83.3748775,5.101,3,43.121,0.429,2,0,1,1,0,0110,6,8.453440502,1.593020976,16.34481033,1,"c,b"
268,12.458,70.46,5.928,2,43.134,7.746,2,0,0,1,0,0010,2,7.276315789,2.101551957,11.88596491,0,c
6,10.679,79.767,6.311,1,43.157,0.458,2,1,0,0,0,1000,8,6.838377436,1.692124861,12.63935985,0,a
502,10.681,45.264,3.476,4,43.202,4.41,2,1,0,1,1,1011,11,12.42865362,3.07278481,13.02186421,1,"a,c,d"
749,2.96,63.967,9.209,0,43.287,4.877,2,1,1,1,0,1110,14,4.70051037,0.321424693,6.946139646,0,"b,c,a"
432,4.894,81.589,7.362,1,43.299,1.85,2,0,1,0,1,0101,5,5.881418093,0.66476501,11.08245042,0,"d,b"
209,5.459,74.754,6.955,1,43.394,5.636,2,0,0,1,0,0010,2,6.239252336,0.784902948,10.74823868,0,c
288,3.594,74.763,6.618,2,43.988,1.736,2,1,0,0,0,1000,8,6.646721064,0.54306437,11.2969175,0,a
513,6.303,91.622,7.047,1,44.016,1.358,2,1,1,0,1,1101,13,6.246062154,0.894423159,13.00156095,0,"b,d,a"
674,1.54,62.264,7.925,0,44.112,3.564,2,1,1,1,1,1111,15,5.566182965,0.194321767,7.856656151,0,"b,d,a,c"
933,6.703,84.339,9.504,0,44.235,5.221,2,0,0,0,1,0001,1,4.654356061,0.705281987,8.87405303,0,d
906,5.812,76.878,5.567,2,44.262,2.921,2,1,0,1,1,1011,11,7.95078139,1.044009341,13.80959224,1,"d,c,a"
487,6.846,71.249,7.643,0,44.347,4.537,2,0,1,1,1,0111,7,5.802302761,0.895721575,9.32212482,0,"d,c,b"
263,6.714,85.356,9.628,0,44.4,3.097,2,1,0,0,1,1001,9,4.611549647,0.697341088,8.865392605,0,"a,d"
940,6.076,101.857,7.168,3,44.429,0.116,2,1,1,1,0,1110,14,6.198242188,0.84765625,14.20996094,0,"c,a,b"
993,2.844,79.646,8.309,2,44.809,1.085,2,1,1,0,1,1101,13,5.392827055,0.342279456,9.585509688,0,"d,a,b"
604,7.643,67.181,3.993,2,45.206,3.919,2,0,1,0,1,0101,5,11.3213123,1.914099674,16.82469321,1,"d,b"
232,5.868,87.286,5.861,3,45.247,1.57,2,1,1,0,1,1101,13,7.72001365,1.001194335,14.89268043,1,"d,a,b"
888,3.349,74.586,6.415,0,45.314,6.73,2,0,1,0,0,0100,4,7.06375682,0.522057677,11.62681216,0,b
136,4.019,65.212,9.796,0,45.585,4.933,2,1,1,0,1,1101,13,4.653429971,0.410269498,6.657002858,0,"b,d,a"
938,1.531,86.133,6.276,1,45.651,3.269,2,0,1,1,0,0110,6,7.273900574,0.243945188,13.72418738,0,"b,c"
842,3.983,77.509,4.69,3,45.96,2.203,2,0,1,1,0,0110,6,9.799573561,0.849253731,16.52643923,1,"c,b"
413,9.717,79.94372688,3.784,2,46.109,2.752,2,0,0,1,0,0010,2,12.1852537,2.567917548,21.12677772,1,c
702,0.837,84.711,5.615,3,46.146,5.411,2,0,1,0,0,0100,4,8.218343722,0.149065004,15.08655387,1,b
452,8.376,70.244,8.503,2,46.469,0.582,2,0,1,0,1,0101,5,5.465012349,0.985064095,8.261084323,0,"b,d"
512,4.832,69.357,5.257,3,46.507,2.813,2,0,1,1,1,0111,7,8.846680616,0.919155412,13.19326612,1,"c,b,d"
715,7.203,57.88,10.52,0,46.674,8.256,2,0,1,1,0,0110,6,4.436692015,0.684695817,5.501901141,0,"b,c"
474,7.645,82.447,10.73,0,46.867,6.601,2,0,1,0,1,0101,5,4.367847158,0.71248835,7.683783784,0,"b,d"
140,8.882,77.505,3.946,4,46.925,2.754,2,0,1,0,1,0101,5,11.89178915,2.250886974,19.64140902,1,"d,b"
309,7.149569267,60.744,7.534,1,47.164,2.393,2,1,0,0,0,1000,8,6.260153969,0.948973887,8.062649323,0,a
825,12.802,88.061,4.623,5,47.218,0.427,2,0,1,1,0,0110,6,10.21371404,2.769197491,19.04845339,1,"b,c"
824,9.203,57.391,4.117,5,47.261,5.598,2,1,1,1,1,1111,15,11.47947535,2.235365557,13.94000486,1,"c,a,d,b"
460,7.997,62.071,5.502,4,47.541,0.744,2,1,1,0,1,1101,13,8.640676118,1.453471465,11.28153399,1,"d,a,b"
166,2.112,68.282,6.68,2,47.695,2.09,2,0,1,1,0,0110,6,7.13997006,0.316167665,10.22185629,0,"c,b"
654,0.782,69.273,8.359,1,48.082,5.813,2,0,1,0,1,0101,5,5.75212346,0.09355186,8.287235315,0,"d,b"
234,5.01,86.127,7.698,0,48.511,6.974,2,1,1,1,0,1110,14,6.301766693,0.650818394,11.18823071,0,"c,a,b"
105,6.13,82.559,10.787,1,48.638,1.106,2,1,1,1,1,1111,15,4.508945953,0.568276629,7.653564476,0,"c,b,d,a"
354,4.573,71.038,6.393,1,48.684,4.449,2,0,1,1,0,0110,6,7.61520413,0.715313624,11.11184108,1,"b,c"
818,5.264,84.914,8.351,1,49.153,2.213,2,1,1,1,1,1111,15,5.88588193,0.630343671,10.16812358,0,"c,a,b,d"
981,3.507,74.09,6.572,0,49.189,3.732,2,0,0,1,0,0010,2,7.484631771,0.533627511,11.27358491,0,c
698,4.152,87.314,10.277,1,49.595,7.019,2,1,0,0,0,1000,8,4.825824657,0.404008952,8.496059161,0,a
544,4.145,84.218,5.272,4,50.052,1.756,2,0,1,1,1,0111,7,9.493930197,0.786229135,15.9745827,1,"c,b,d"
486,11.267,88.425,5.995,1,50.531,2.863,2,1,1,1,1,1111,15,8.428857381,1.8793995,14.74979149,1,"d,b,c,a"
711,5.451,73.319,9.291,0,50.539,2.012,2,0,0,0,1,0001,1,5.439565171,0.586696803,7.89140028,0,d
73,9.26,76.631,4.038,5,50.554,5.61,2,0,1,0,1,0101,5,12.51956414,2.293214463,18.97746409,1,"d,b"
735,5.771,81.979,4.395,4,50.643,3.863,2,1,1,1,1,1111,15,11.52286689,1.313083049,18.65278726,1,"d,b,c,a"
88,5.371,50.072,7.665,1,50.892,2.272,2,0,0,1,1,0011,3,6.639530333,0.700717547,6.532550554,0,"d,c"
593,8.701,63.37,5.281,2,51.147,1.189,2,0,0,0,1,0001,1,9.685097519,1.64760462,11.99962128,1,d
890,5.95,74.222,4.278,4,51.238,4.612,2,1,1,1,0,1110,14,11.9770921,1.39083684,17.34969612,1,"a,c,b"
58,5.927,66.991,8.628,1,51.585,1.845,2,0,1,1,1,0111,7,5.978789986,0.686949467,7.764371813,0,"c,d,b"
221,6.176,90.336,7.853,2,51.639,7.028,2,0,1,1,0,0110,6,6.575703553,0.786451038,11.50337451,0,"b,c"
175,7.355,93.268,11.722,0,51.758,0.235,2,0,1,0,0,0100,4,4.415458113,0.627452653,7.956662686,0,b
188,10.732,87.43878213,7.242,1,51.86,7.048,2,0,1,0,1,0101,5,7.161005247,1.481911074,12.07384454,0,"d,b"
229,7.085,86.275,9.208,0,52.057,4.279,2,1,1,1,0,1110,14,5.653453519,0.769439618,9.369569939,0,"b,c,a"
855,2.112,69.586,7.107,3,52.502,5.912,2,0,0,1,0,0010,2,7.38736457,0.297171802,9.791191783,0,c
651,3.612,65.987,6.892,0,52.624,2.927,2,0,0,1,0,0010,2,7.635519443,0.524085897,9.574434127,1,c
758,11.267,59.765,4.282,3,52.869,2.65,2,0,0,1,1,0011,3,12.34680056,2.631247081,13.95726296,1,"d,c"
442,1.598,71.792,8.305,1,52.913,6.187,2,0,0,1,0,0010,2,6.371222155,0.192414208,8.644431066,0,c
353,4.764,64.363,8.835,3,53.273,7.871,2,0,1,0,0,0100,4,6.029767968,0.539219015,7.28500283,0,b
979,10.073,63.706,5.311,3,53.373,0.454,2,0,0,1,0,0010,2,10.04951986,1.896629637,11.9951045,1,c
31,6.61,62.158,7.037,3,53.509,1.539,2,1,1,1,1,1111,15,7.603950547,0.939320733,8.833025437,1,"d,c,b,a"
612,2.208,53.329,6.19,3,53.51,5.276,2,0,1,1,1,0111,7,8.644588045,0.356704362,8.615347334,1,"c,b,d"
884,6.04,71.725,10.049,1,53.753,6.93,2,0,1,0,0,0100,4,5.349089462,0.601054831,7.137526122,0,b
662,6.66,91.051,5.165,2,54.193,4.513,2,1,1,1,1,1111,15,10.49235237,1.289448209,17.62846079,1,"d,b,a,c"
282,7.14,67.037,5.913,3,54.286,1.69,2,0,0,1,0,0010,2,9.180788094,1.207508879,11.33722307,1,c
727,10.89617661,69.941,5.173,3,54.453,5.458,2,1,1,1,1,1111,15,10.52638701,2.106355424,13.52039436,1,"b,d,c,a"
243,0.309861487,82.815,8.037,1,54.609,5.181,2,0,1,0,1,0101,5,6.794699515,0.038554372,10.30421799,0,"b,d"
942,10.954,77.244,6.229,1,54.715,3.222,2,1,0,1,0,1010,10,8.783913951,1.758548724,12.40070637,1,"c,a"
445,6.852,83.665,7.373,1,54.876,7.09,2,1,1,0,1,1101,13,7.442831954,0.929336769,11.34748406,0,"d,b,a"
227,5.111,83.749,8.572,0,54.893,4.916,2,0,0,1,0,0010,2,6.403756416,0.596243584,9.770065329,0,c
932,4.294,72.557,5.716,3,54.932,2.313,2,1,1,1,1,1111,15,9.610216935,0.751224633,12.6936669,1,"b,c,a,d"
109,9.075,80.496,6.314,2,55.399,1.836,2,0,1,0,1,0101,5,8.773994298,1.43728223,12.74881216,1,"d,b"
703,1.613,72.889,7.186,0,55.694,3.565,2,1,1,0,1,1101,13,7.750347899,0.224464236,10.1431951,1,"a,d,b"
660,6.435,73.481,9.221,1,56.579,3.188,2,0,0,1,0,0010,2,6.135885479,0.697863572,7.968875393,0,c
440,5.498,87.675,6.54,3,56.935,2.815,2,1,1,0,1,1101,13,8.705657492,0.840672783,13.4059633,1,"b,a,d"
617,4.049,87.983,6.944,3,57.918,5.777,2,0,1,0,0,0100,4,8.340725806,0.583093318,12.6703629,1,b
623,5.144,66.70991777,6.344,3,57.953,4.832,2,1,1,1,0,1110,14,9.135088272,0.810844893,10.51543471,1,"b,c,a"
620,9.08,56.646,6.967,2,58.129,0.861,2,1,1,1,0,1110,14,8.343476389,1.303286924,8.13061576,1,"b,c,a"
51,7.378,62.963,4.935,5,58.183,2.826,2,1,0,1,0,1010,10,11.78986829,1.495035461,12.75845998,1,"a,c"
772,6.939,81.026,8.582,1,58.2,3.043,2,1,0,0,0,1000,8,6.781635982,0.808552785,9.441388954,0,a
436,4.212,78.549,6.197,4,58.239,6.584,2,1,1,1,1,1111,15,9.397934484,0.679683718,12.67532677,1,"c,b,d,a"
277,9.145,63.522,5.094,4,58.31,2.552,2,1,0,1,0,1010,10,11.44680016,1.795249313,12.46996466,1,"c,a"
811,6.432,71.218,10.513,2,58.407,0.715,2,1,1,1,0,1110,14,5.555692952,0.611813945,6.774279464,0,"a,b,c"
552,0.154,73.853,9.182,2,58.541,6.61,2,0,0,1,0,0010,2,6.375626225,0.016771945,8.043236768,0,c
580,4.93,79.754,6.951,1,59.147,3.996,2,1,1,1,1,1111,15,8.509135376,0.709250468,11.47374478,1,"a,c,b,d"
373,4.29,76.536,10.523,3,59.405,0.117,2,0,0,1,0,0010,2,5.645253255,0.407678419,7.273211061,0,c
314,5.757,91.983,8.169,1,59.407,5.049,2,0,0,1,0,0010,2,7.272248745,0.704737422,11.26000734,0,c
865,8.835,93.292,7.145,1,59.83,5.989,2,1,0,1,1,1011,11,8.373687894,1.236529041,13.05696291,1,"d,c,a"
368,5.582,65.149,8.438,2,60.064,2.546,2,0,1,0,0,0100,4,7.118274473,0.661531169,7.720905428,0,b
883,6.164,74.182,5.275,5,60.419,1.264,2,1,0,1,0,1010,10,11.45383886,1.168530806,14.06293839,1,"c,a"
913,3.167,76.784,8.091,1,60.83,2.683,2,0,1,1,1,0111,7,7.518230132,0.391422568,9.490050674,1,"d,b,c"
139,4.021,91.596,9.147,1,61.08,4.602,2,1,1,0,0,1100,12,6.677599213,0.439597682,10.01377501,0,"a,b"
182,11.403,67.493,6.017,1,61.517,6.158,2,1,0,0,0,1000,8,10.22386571,1.895130464,11.21705169,1,a
978,7.958,80.514,5.746,3,61.532,5.476,2,1,1,1,0,1110,14,10.7086669,1.384963453,14.01218239,1,"a,c,b"
184,3.429,70.942,9.029,0,61.571,3.414,2,0,0,1,0,0010,2,6.819249086,0.379776276,7.857127035,0,c
155,5.332,73.585,8.105,3,61.599,6.58,2,1,1,1,1,1111,15,7.600123381,0.657865515,9.078963603,1,"a,d,c,b"
596,10.236,77.426,5.087,4,61.604,2.783,2,0,1,1,1,0111,7,12.11008453,2.01218793,15.22036564,1,"d,c,b"
778,3.442,71.694,6.563,3,61.703,2.133,2,1,1,1,1,1111,15,9.401645589,0.52445528,10.9239677,1,"c,a,b,d"
968,10.71,67.928,4.782,2,61.784,4.316,2,1,0,0,0,1000,8,12.92011711,2.239648683,14.20493517,1,a
640,2.826,68.694,11.758,0,62.034,6.318,2,0,0,0,1,0001,1,5.275897261,0.240346998,5.842320122,0,d
290,10.389,66.499,4.622,4,62.191,2.817,2,0,0,0,1,0001,1,13.45543055,2.247728256,14.38749459,1,d
714,11.178,93.072,5.33,5,62.237,1.869,2,0,0,0,1,0001,1,11.67673546,2.097185741,17.4619137,1,d
405,8.156,62.603,6.307,4,62.294,1.765,2,1,0,1,1,1011,11,9.876962106,1.293166323,9.925955288,1,"d,a,c"
905,11.151,64.692,5.763,1,62.495,2.38,2,1,0,0,0,1000,8,10.84417838,1.934929724,11.22540344,1,a
930,7.418317789,81.266,10.663,0,62.687,5.206,2,1,0,1,1,1011,11,5.878927131,0.695706442,7.621307324,0,"c,d,a"
792,9.031,84.27614752,7.764,2,63.153,2.561,2,0,1,1,1,0111,7,8.134080371,1.163189078,10.85473307,1,"c,d,b"
950,9.887,60.344,6.006,3,63.444,0.507,2,1,1,0,0,1100,12,10.56343656,1.646187146,10.04728605,1,"a,b"
801,6.077,67.117,9.108,1,63.721,3.094,2,0,0,1,0,0010,2,6.996157224,0.667215635,7.369016249,0,c
283,7.931,82.366,5.005,5,64.001,2.7,2,1,0,1,1,1011,11,12.78741259,1.584615385,16.45674326,1,"c,d,a"
736,9.829,65.252,5.401,2,64.018,5.467,2,1,0,0,0,1000,8,11.85299019,1.819848176,12.0814664,1,a
635,5.155,89.933,9.35,0,64.134,3.564,2,0,1,0,0,0100,4,6.859251337,0.551336898,9.618502674,0,b
756,14.217,65.374,7.549,3,64.37,0.769,2,0,0,1,0,0010,2,8.526957213,1.883295801,8.659954961,1,c
347,5.513,65.351,9.49,0,64.422,2.543,2,0,1,1,0,0110,6,6.788408851,0.580927292,6.88630137,0,"b,c"
357,9.762,65.737,5.125,3,64.428,5.394,2,0,0,0,1,0001,1,12.57131707,1.904780488,12.82673171,1,d
112,10.11,79.742,5.594,3,64.496,4.515,2,0,1,1,1,0111,7,11.52949589,1.807293529,14.25491598,1,"c,b,d"
574,4.854,78.873,10.021,0,64.688,4.916,2,0,0,0,1,0001,1,6.455243988,0.484382796,7.87077138,0,d
164,3.398,77.448,9.679,0,64.774,2.576,2,0,0,0,1,0001,1,6.692220271,0.351069325,8.001653063,0,d
301,2.245,54.644,9.58,0,64.776,3.279,2,0,0,1,0,0010,2,6.761586639,0.23434238,5.703966597,0,c
891,6.106,69.926,7.488,3,64.873,5.43,2,1,1,0,0,1100,12,8.663595085,0.815438034,9.33840812,1,"b,a"
795,2.503,70.783,7.308,2,64.891,3.849,2,1,1,0,1,1101,13,8.879447181,0.342501368,9.685686918,1,"b,d,a"
853,8.501,63.434,5.634,4,64.958,2.484,2,1,0,1,1,1011,11,11.52964146,1.508874689,11.25914093,1,"c,a,d"
836,8.936,88.831,7.833,1,65.023,6.567,2,1,0,0,0,1000,8,8.301161752,1.140814503,11.34061024,1,a
278,10.265,66.906,5.984,2,65.116,6.36,2,0,0,0,1,0001,1,10.88168449,1.715407754,11.18081551,1,d
404,8.487,68.603,6.035,3,65.21,5.457,2,0,1,0,0,0100,4,10.8053024,1.406296603,11.36752278,1,b
962,4.784,62.471,8.627,1,65.373,3.334,2,0,0,1,1,0011,3,7.577721108,0.554538078,7.241335343,1,"c,d"
